Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
BYLD,iShares Yield Optimized Bond ETF,Bond,"$110,503,000",2.19%,"33,906",$21.34,-0.65%,No,False,0.23%,1.47%,4.96%,-2.91%,1.35%,"$15,941,795.95","$7,495,939.25","$15,941,795.95","$15,941,795.95","$15,941,795.95","$15,941,795.95",Total Bond Market,2014-04-22,0.20%,N/A,$0.96,2023-11-02,$0.08,4.47%,0.00,0.21,8,99.99%,40%,20%,1099,$20.72,$21.51,$21.30,$21.41,54.75,B,B+,B-,B-,A,N/A,5.93,46.43%,37.66%,271.96,5.07%,1.49%
SIHY,Harbor Scientific Alpha High-Yield ETF,Bond,"$109,877,000",6.51%,"5,944",$43.12,-0.51%,No,False,-0.17%,2.27%,10.89%,N/A,N/A,"$80,126,459.98",$0.00,$0.00,"$80,126,459.98","$80,126,459.98","$80,126,459.98",High Yield Bonds,2021-09-13,0.48%,N/A,$3.17,2023-11-01,$0.27,7.34%,0.00,0.44,173,13.40%,40%,20%,1099,$41.19,$43.65,$43.04,$43.27,58.48,C,C,N/A,C,A-,N/A,5.53,73.85%,30.56%,266.9,12.23%,3.42%
RIGS,RiverFront Strategic Income Fund,Bond,"$109,631,000",0.65%,"22,603",$22.13,-0.49%,No,False,0.27%,1.52%,2.93%,-0.88%,1.27%,"$1,654,000.00",$0.00,"$549,000.00","$1,654,000.00","$1,654,000.00","$1,654,000.00",High Yield Bonds,2013-10-07,0.46%,N/A,$0.77,2023-10-26,$0.08,3.46%,0.00,0.24,97,30.56%,40%,20%,1099,$21.51,$22.32,$22.05,$22.22,53.80,B,B-,A,A-,C+,N/A,5.66,23.21%,32.33%,399.56,7.28%,1.63%
RVNU,Xtrackers Municipal Infrastructure Revenue Bond ETF,Bond,"$108,317,000",2.15%,"29,327",$23.69,-0.13%,No,False,1.85%,3.14%,8.28%,-3.59%,0.96%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,National Munis,2013-06-04,0.15%,N/A,$0.71,2023-11-01,$0.06,2.99%,0.00,0.20,328,12.15%,40%,20%,1099,$22.34,$23.74,$23.58,$23.85,56.11,B,A,A,C,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CLIP,Global X 1-3 Month T-Bill ETF,N/A,"$107,919,000",N/A,"90,373",$25.06,0.04%,No,False,0.10%,0.50%,N/A,N/A,N/A,"$105,921,134.02","$3,482,656.29","$23,090,043.40","$105,921,134.02","$105,921,134.02","$105,921,134.02",N/A,2023-06-21,0.07%,N/A,$0.46,2023-11-03,$0.11,1.85%,N/A,N/A,27,63.87%,40%,20%,1099,$24.95,$25.06,$25.04,$25.06,82.60,A,A,N/A,N/A,B+,N/A,5.72,87.27%,33.99%,0.0,0.00%,0.00%
UYLD,Angel Oak UltraShort Income ETF,N/A,"$107,749,000",5.37%,"10,767",$50.43,-0.02%,No,False,0.10%,0.45%,6.32%,N/A,N/A,"$63,334,768.40","$1,815,994.80","$14,948,708.40","$72,383,390.40","$107,405,090.40","$107,405,090.40",N/A,2022-10-24,0.29%,N/A,$2.79,2023-11-01,$0.26,5.54%,0.00,-0.11,221,23.73%,40%,20%,1099,$50.24,$50.47,$50.42,$50.46,71.36,B+,A-,N/A,A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
OACP,OneAscent Core Plus Bond ETF,Bond,"$107,016,000",-0.44%,"13,880",$21.70,-0.73%,No,False,0.42%,1.56%,2.61%,N/A,N/A,"$7,870,500.00",$0.00,$0.00,"$13,549,500.00","$100,807,500.00","$100,807,500.00",Total Bond Market,2022-03-30,0.76%,N/A,$0.88,2023-10-30,$0.09,4.03%,0.00,0.47,131,21.85%,N/A,N/A,N/A,$21.01,$21.86,$21.66,$21.80,53.45,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TOTR,T. Rowe Price Total Return ETF,Bond,"$106,651,000",-0.27%,"3,911",$38.92,-0.76%,No,False,0.30%,1.36%,2.59%,N/A,N/A,"$1,935,959.95",$0.00,$0.00,"$1,935,959.95","$1,935,959.95","$1,935,959.95",Total Bond Market,2021-09-28,0.31%,N/A,$1.91,2023-10-25,$0.17,4.87%,0.00,0.27,1000,28.20%,40%,20%,1099,$37.65,$39.29,$38.85,$39.08,52.57,C,B,N/A,B-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AFIF,Anfield Universal Fixed Income ETF,Bond,"$106,610,000",6.57%,"31,598",$8.92,-0.11%,No,False,0.22%,0.67%,8.83%,0.18%,0.42%,"-$665,250.00",$0.00,"-$665,250.00","-$665,250.00","-$665,250.00","-$665,250.00",Total Bond Market,2018-09-18,1.00%,N/A,$0.49,2023-10-17,$0.05,5.47%,0.00,0.08,276,22.78%,40%,20%,1099,$8.83,$8.93,$8.90,$8.94,59.27,B,C,N/A,C+,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TAGG,T. Rowe Price QM U.S. Bond ETF,Bond,"$106,583,000",-1.13%,"5,791",$40.48,-1.08%,No,False,-0.21%,0.92%,1.88%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2021-09-28,0.08%,N/A,$1.41,2023-10-25,$0.15,3.45%,0.00,0.26,1000,38.00%,40%,20%,1099,$39.39,$40.96,$40.33,$40.77,50.44,C+,A,N/A,C+,C,N/A,6.0,38.43%,38.98%,214.15,1.37%,0.60%
BSMN,Invesco BulletShares 2023 Municipal Bond ETF,Bond,"$105,605,000",1.81%,"34,003",$25.07,-0.12%,No,False,0.08%,0.25%,2.90%,0.55%,N/A,"-$17,595,900.00","-$17,595,900.00","-$17,595,900.00","-$17,595,900.00","-$17,595,900.00","-$17,595,900.00",National Munis,2019-09-25,0.18%,N/A,$0.58,2023-10-23,$0.06,2.33%,0.00,0.05,121,63.19%,40%,20%,1099,$24.97,$25.09,N/A,N/A,55.43,C+,A-,N/A,A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PHYD,Putnam ESG High Yield ETF,N/A,"$105,553,000",N/A,"3,862",$49.12,-0.24%,No,False,0.48%,2.23%,N/A,N/A,N/A,"$107,093,930.04",$0.00,$0.00,"$107,093,930.04","$107,093,930.04","$107,093,930.04",N/A,2023-01-19,0.55%,N/A,$2.17,2023-10-20,$0.29,4.41%,0.00,0.42,311,17.41%,40%,20%,1099,$47.16,$49.50,$49.06,$49.23,61.14,B,B+,N/A,A-,A,N/A,5.67,84.40%,32.65%,204.65,7.73%,3.21%
UCRD, VictoryShares Corporate Bond ETF,Bond,"$105,514,000",0.76%,"2,986",$19.69,-0.81%,No,False,0.37%,1.80%,5.61%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Corporate Bonds,2021-10-05,0.40%,N/A,$0.75,2023-11-08,$0.07,3.82%,0.00,0.42,267,14.01%,40%,20%,1099,$18.99,$19.87,$19.69,$19.69,52.75,C,C,N/A,N/A,B+,N/A,6.72,77.54%,60.41%,282.46,8.33%,4.06%
FLMB,Franklin Municipal Green Bond ETF,Bond,"$105,369,000",0.39%,"7,306",$22.63,-0.18%,No,False,1.71%,2.35%,5.21%,-3.22%,1.46%,"-$1,157,000.00","-$1,121,500.00","-$1,157,000.00","-$1,157,000.00","-$1,157,000.00","-$1,157,000.00",National Munis,2017-08-31,0.30%,N/A,$0.80,2023-11-01,$0.08,3.53%,0.00,0.16,135,26.68%,40%,20%,1099,$21.72,$22.66,$22.53,$22.70,57.33,B-,B-,N/A,B-,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PTRB,PGIM Total Return Bond ETF,Bond,"$105,348,000",0.83%,"11,964",$39.57,-0.55%,No,False,0.49%,1.80%,4.58%,N/A,N/A,"$39,185,350.00","$990,300.00","$3,907,700.00","$9,654,925.00","$95,278,950.00","$95,278,950.00",Total Bond Market,2021-12-08,0.49%,N/A,$2.28,2023-11-01,$0.18,5.73%,0.00,0.35,456,16.50%,40%,20%,1099,$38.22,$39.84,$39.44,$39.75,54.31,B-,B-,N/A,B-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AVMU,Avantis Core Municipal Fixed Income ETF,Bond,"$105,109,000",-0.04%,"14,617",$44.76,0.11%,No,False,1.55%,2.46%,3.89%,N/A,N/A,"$8,788,610.00","$2,236,360.00","$8,788,610.00","$8,788,610.00","$8,788,610.00","$8,788,610.00",National Munis,2020-12-08,0.15%,N/A,$1.11,2023-11-01,$0.11,2.49%,0.00,0.22,1000,12.74%,40%,20%,1099,$43.14,$44.84,$44.68,$44.88,59.26,C+,A,N/A,B,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XTWO,BondBloxx Bloomberg Two Year Target Duration US Treasury ETF,Bond,"$105,079,000",2.15%,"23,086",$48.81,-0.16%,No,False,0.02%,0.56%,3.08%,N/A,N/A,"$69,326,121.00",$0.00,$0.00,"$69,822,971.00","$105,713,186.00","$105,713,186.00",Government Bonds,2022-09-13,0.05%,N/A,$1.95,2023-11-01,$0.19,3.99%,0.00,-0.30,78,27.12%,40%,20%,1099,$48.42,$48.98,$48.78,$48.87,57.90,C+,A-,N/A,B+,N/A,N/A,5.72,87.27%,33.99%,0.0,0.00%,0.00%
APCB,ActivePassive Core Bond ETF,N/A,"$104,171,000",N/A,"11,679",$28.38,-0.67%,No,False,0.35%,1.42%,N/A,N/A,N/A,"$108,706,895.00","$2,133,622.50","$2,133,622.50","$108,706,895.00","$108,706,895.00","$108,706,895.00",N/A,2023-05-03,0.36%,N/A,$0.51,2023-11-01,$0.10,1.77%,N/A,N/A,1000,53.96%,40%,20%,1099,$27.56,$28.61,$28.33,$28.49,53.05,B+,A-,N/A,A-,B+,N/A,6.09,57.84%,41.30%,304.9,2.30%,1.13%
PULT,Putnam ESG Ultra Short ETF,N/A,"$103,875,000",N/A,"5,145",$50.10,0.04%,No,False,0.16%,0.60%,N/A,N/A,N/A,"$103,831,793.17",$0.00,$0.00,"$103,831,793.17","$103,831,793.17","$103,831,793.17",N/A,2023-01-19,0.25%,N/A,$2.00,2023-11-06,$0.23,4.00%,0.00,-0.07,169,35.90%,40%,20%,1099,$49.82,$50.11,$50.10,$50.11,86.30,B,A-,N/A,A,A-,N/A,7.24,100.00%,80.14%,126.81,2.72%,3.18%
PHYL,PGIM Active High Yield Bond ETF,Bond,"$102,895,000",4.78%,"19,000",$33.06,-0.75%,No,False,-0.19%,1.22%,8.00%,0.58%,3.03%,"-$3,173,650.00","$6,636,700.00","-$722,950.00","-$3,173,650.00","-$22,652,687.50","-$22,652,687.50",High Yield Bonds,2018-09-24,0.53%,N/A,$2.59,2023-11-01,$0.19,7.79%,0.41,0.45,1000,18.10%,40%,20%,1099,$31.99,$33.46,$33.00,$33.20,53.66,C+,C+,B+,B+,A,N/A,5.05,16.06%,24.09%,463.52,8.49%,2.63%
TFLR,T. Rowe Price Floating Rate ETF,N/A,"$102,886,000",9.02%,"4,311",$50.92,-0.18%,No,False,0.14%,1.02%,N/A,N/A,N/A,"$78,624,324.32",$0.00,"-$2,522,131.40","$82,353,609.51","$82,353,609.51","$82,353,609.51",N/A,2022-11-16,0.60%,N/A,$3.54,2023-10-25,$0.38,6.96%,0.00,0.27,278,24.42%,40%,20%,1099,$50.27,$50.99,N/A,N/A,61.10,B,B,N/A,A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GTIP,Goldman Sachs Access Inflation Protected USD Bond ETF,Bond,"$100,002,000",0.01%,"12,245",$47.24,-0.76%,No,False,-0.03%,1.94%,1.53%,-1.66%,2.49%,"-$4,743,750.00","-$4,737,000.00","-$5,911,250.00","-$4,743,750.00","-$4,743,750.00","-$4,743,750.00",Inflation-Protected Bonds,2018-10-02,0.12%,N/A,$1.31,2023-11-01,$0.22,2.77%,0.00,0.19,26,62.61%,40%,20%,1099,$46.22,$47.64,$47.13,$47.43,52.17,C,A-,B,C+,C,A,5.72,17.53%,33.46%,1.6,0.00%,0.00%
PIFI,ClearShares Piton Intermediate Fixed income ETF,Bond,"$99,070,600",0.76%,512,$89.65,-0.44%,No,False,0.09%,0.86%,2.49%,-2.55%,N/A,$0.00,$0.00,$0.00,$0.00,"$34,532,365.00","$34,532,365.00",Corporate Bonds,2020-10-02,0.45%,N/A,$1.83,2023-09-27,$0.93,2.03%,0.00,0.13,80,27.35%,40%,20%,1099,$88.16,$90.19,$89.65,$89.65,53.39,C,C,N/A,B+,B+,N/A,6.07,51.12%,40.56%,259.29,7.96%,1.17%
NUHY,Nuveen ESG High Yield Corporate Bond ETF,Bond,"$98,290,600",4.16%,"20,462",$19.97,-0.75%,No,False,0.08%,1.46%,7.83%,-1.44%,N/A,"-$3,919,860.00",$0.00,"-$3,919,860.00","-$3,919,860.00","-$3,919,860.00","-$3,919,860.00",High Yield Bonds,2019-09-25,0.30%,N/A,$1.37,2023-11-01,$0.12,6.81%,0.00,0.44,421,10.46%,40%,20%,1099,$19.21,$20.22,$19.93,$20.05,54.52,B-,A-,N/A,B+,B+,N/A,6.26,97.71%,45.05%,170.64,2.11%,4.66%
SIO,Touchstone Strategic Income Opportunities ETF,Bond,"$98,081,200",1.93%,194,$24.03,-0.70%,No,False,0.17%,1.76%,5.48%,N/A,N/A,"$622,200.00",$0.00,$0.00,"$1,233,775.00","$21,129,675.00","$21,129,675.00",Total Bond Market,2022-07-21,0.65%,N/A,$1.23,2023-10-30,$0.12,5.09%,0.00,0.29,158,33.01%,40%,20%,1099,$23.31,$24.23,$24.03,$24.03,54.68,C+,B,N/A,A,A,N/A,5.56,19.64%,31.02%,446.63,4.94%,0.55%
SHAG,WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund,Bond,"$97,621,200",1.78%,"8,035",$46.35,-0.24%,No,False,0.05%,0.57%,3.37%,-1.72%,1.14%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2017-05-18,0.12%,N/A,$1.28,2023-10-25,$0.14,2.74%,0.00,0.08,490,42.31%,40%,20%,1099,$45.85,$46.53,$46.31,$46.43,56.00,B-,A-,N/A,A-,B-,N/A,6.24,75.00%,44.74%,150.25,3.36%,1.11%
BSMR,Invesco BulletShares 2027 Municipal Bond ETF,Bond,"$94,439,400",0.22%,"24,664",$23.04,-0.43%,No,False,0.83%,1.46%,3.81%,-1.53%,N/A,"$4,543,900.00",$0.00,"$2,262,900.00","$4,543,900.00","$4,543,900.00","$4,543,900.00",National Munis,2019-09-25,0.18%,N/A,$0.60,2023-10-23,$0.05,2.63%,0.00,0.16,1000,8.33%,40%,20%,1099,$22.55,$23.10,$23.01,$23.09,56.75,C+,A-,N/A,B,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HSRT,Hartford Short Duration ETF,Bond,"$93,563,800",4.33%,"36,630",$38.17,-0.13%,No,False,0.00%,0.59%,6.20%,0.42%,2.09%,"$41,851,845.00","$17,165,445.00","$30,451,625.00","$41,851,845.00","$43,883,760.00","$43,883,760.00",Total Bond Market,2018-05-30,0.29%,N/A,$1.45,2023-10-27,$0.12,3.80%,0.00,0.15,373,20.43%,40%,20%,1099,$37.83,$38.27,$38.14,$38.21,59.00,B-,B,N/A,A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SEIX,Virtus Seix Senior Loan ETF,Bond,"$93,438,700",10.34%,"25,885",$23.92,0.17%,No,False,0.40%,1.42%,11.69%,5.28%,N/A,"$4,747,600.00","$2,371,900.00","$4,747,600.00","$4,747,600.00","$4,747,600.00","$4,747,600.00",Total Bond Market,2019-04-24,0.57%,N/A,$2.03,2023-10-20,$0.19,8.54%,0.00,0.22,121,28.16%,40%,20%,1099,$23.55,$23.98,N/A,N/A,68.04,B+,C+,N/A,A-,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,Bond,"$92,950,000",5.81%,"6,356",$42.05,-0.64%,No,False,0.07%,1.84%,9.38%,0.01%,2.68%,"-$2,087,000.00",$0.00,"-$2,087,000.00","-$2,087,000.00","-$2,087,000.00","-$2,087,000.00",High Yield Bonds,2017-09-05,0.34%,N/A,$2.66,2023-11-01,$0.25,6.30%,0.00,0.43,404,7.73%,40%,20%,1099,$40.41,$42.57,$41.97,$42.21,56.64,B-,A-,A-,C,B,N/A,5.28,42.89%,27.35%,336.95,7.15%,2.85%
MINO,PIMCO Municipal Income Opportunities Active ETF,Bond,"$90,615,000",2.07%,"21,879",$43.02,-0.35%,No,False,1.18%,2.00%,6.67%,N/A,N/A,"$11,911,600.00","$1,707,200.00","$6,802,000.00","$11,911,600.00","$11,911,600.00","$11,911,600.00",High Yield Bonds,2021-09-08,0.39%,N/A,$1.71,2023-11-01,$0.14,3.96%,0.00,0.26,182,14.41%,40%,20%,1099,$41.53,$43.18,$42.93,$43.18,56.93,B,B+,N/A,A,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SHYL,Xtrackers Short Duration High Yield Bond ETF,Bond,"$87,750,300",6.09%,"9,967",$42.78,-0.51%,No,False,-0.04%,1.39%,8.88%,2.85%,3.10%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,High Yield Bonds,2018-01-10,0.20%,N/A,$2.79,2023-11-01,$0.26,6.52%,0.00,0.34,1000,6.67%,40%,20%,1099,$41.57,$43.15,$42.67,$42.97,56.02,B-,A,C+,A-,A,N/A,5.08,18.35%,24.55%,334.32,9.25%,2.39%
ELD,WisdomTree Emerging Markets Local Debt Fund,Bond,"$87,428,600",7.31%,"22,811",$26.59,-0.26%,No,False,0.80%,4.50%,13.04%,-2.48%,0.72%,"-$13,189,555.00","-$4,035,690.00","-$13,189,555.00","-$13,189,555.00","-$13,189,555.00","-$13,189,555.00",Emerging Markets Bonds,2010-08-09,0.55%,E*TRADE,$1.34,2023-10-25,$0.12,4.98%,0.00,0.40,163,25.96%,40%,20%,1099,$25.23,$26.88,$26.27,$27.14,55.47,B+,C+,B-,B-,A-,B+,5.03,77.34%,23.96%,2.49,0.00%,0.09%
PZT,Invesco New York AMT-Free Municipal Bond ETF,Bond,"$86,264,000",-0.19%,"21,259",$21.56,0.23%,No,False,2.28%,3.47%,5.52%,-3.05%,1.19%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,New York Munis,2007-10-11,0.28%,Charles Schwab,$0.64,2023-10-23,$0.06,2.99%,0.00,0.17,80,26.94%,40%,20%,1099,$20.43,$21.58,$21.43,$21.70,59.20,A,A-,A,A,A+,A-,0.0,N/A,N/A,N/A,N/A,N/A
IQHI,IQ MacKay ESG High Income ETF,N/A,"$83,958,600",5.45%,"36,047",$25.25,-0.59%,No,False,-0.18%,1.64%,8.69%,N/A,N/A,"$58,854,700.00",$0.00,$0.00,"$58,854,700.00","$58,854,700.00","$58,854,700.00",N/A,2022-10-25,0.40%,N/A,$1.82,2023-11-01,$0.16,7.14%,0.00,0.43,325,9.08%,40%,20%,1099,$24.43,$25.54,$25.18,$25.38,55.48,A-,A-,N/A,A,A,N/A,5.5,71.56%,30.29%,364.85,5.75%,3.42%
GRNB,VanEck Green Bond ETF,Bond,"$82,977,600",1.21%,"16,915",$22.66,-0.44%,No,False,0.20%,1.33%,4.91%,-4.21%,0.10%,"$7,842,625.00",$0.00,$0.00,"$7,842,625.00","$7,842,625.00","$7,842,625.00",Total Bond Market,2017-03-03,0.20%,N/A,$0.73,2023-11-01,$0.07,3.21%,0.00,0.17,348,9.30%,40%,20%,1099,$22.06,$22.79,$22.61,$22.73,54.55,B-,B+,N/A,B,B+,N/A,6.58,77.29%,54.86%,749.67,9.31%,8.42%
IBTO,iShares iBonds Dec 2033 Term Treasury ETF,N/A,"$82,763,100",N/A,"62,986",$23.42,-1.01%,No,False,0.26%,1.54%,N/A,N/A,N/A,"$79,906,965.00","$9,425,425.00","$23,254,075.00","$79,906,965.00","$79,906,965.00","$79,906,965.00",N/A,2023-06-27,0.07%,N/A,$0.25,2023-11-01,$0.07,1.08%,N/A,N/A,4,100.00%,40%,20%,1099,$22.62,$23.70,$23.34,$23.56,50.95,A,A,N/A,N/A,B+,N/A,5.72,81.29%,33.99%,0.0,0.00%,0.00%
FCVT,First Trust SSI Strategic Convertible Securities ETF,Bond,"$81,937,000",-4.49%,"11,991",$29.89,-0.93%,No,False,0.00%,-2.26%,-3.09%,-3.67%,6.46%,"-$4,581,815.00","-$1,517,350.00","-$3,048,213.00","-$4,581,815.00","-$4,581,815.00","-$4,581,815.00",Preferred Stock/Convertible Bonds,2015-11-03,0.95%,N/A,$0.49,2023-10-24,$0.04,1.64%,0.00,0.76,132,19.18%,40%,20%,1099,$29.29,$30.79,$29.76,$30.14,41.87,B-,C,N/A,C,C,B+,5.58,0.80%,31.24%,225.58,5.77%,11.14%
TBJL,Innovator 20+ Year Treasury Bond 9 Buffer ETF - July,Bond,"$80,471,300",-4.76%,"25,588",$18.49,-1.96%,No,False,0.55%,2.92%,-0.72%,-9.14%,N/A,"-$1,367,300.00",$0.00,"-$1,367,300.00","-$1,367,300.00","-$1,367,300.00","-$1,367,300.00",Total Bond Market,2020-08-18,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.28,2,100.00%,40%,20%,1099,$17.47,$18.80,$18.37,$18.67,50.38,C+,C,N/A,C,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RISR,FolioBeyond Alternative Income and Interest Rate Hedge ETF,Bond,"$77,460,200",13.68%,"26,571",$33.97,0.44%,No,False,-0.21%,0.98%,13.38%,N/A,N/A,"$7,594,865.00",$0.00,"$1,700,882.50","$7,594,865.00","$7,594,865.00","$7,594,865.00",Government Bonds,2021-09-30,0.99%,N/A,$2.23,2023-10-26,$0.18,6.59%,0.00,-0.50,67,41.56%,40%,20%,1099,$33.39,$34.41,$33.78,$34.18,57.25,C+,C,A+,C+,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BSMS,Invesco BulletShares 2028 Municipal Bond ETF,Bond,"$77,299,000",0.07%,"22,653",$22.75,0.00%,No,False,0.92%,1.64%,4.34%,-2.22%,N/A,"$8,981,500.00","$4,512,100.00","$6,740,200.00","$8,981,500.00","$8,981,500.00","$8,981,500.00",National Munis,2019-09-25,0.18%,N/A,$0.59,2023-10-23,$0.05,2.58%,0.00,0.19,1000,8.43%,40%,20%,1099,$22.22,$22.81,$22.70,$22.81,56.38,C+,A,N/A,C+,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CARY,Angel Oak Income ETF,N/A,"$76,868,100",5.21%,"34,509",$20.02,-0.35%,No,False,0.01%,0.67%,5.95%,N/A,N/A,"$45,893,100.00","$2,207,200.00","$7,607,500.00","$68,021,600.00","$77,021,580.00","$77,021,580.00",N/A,2022-11-07,0.79%,N/A,$1.18,2023-11-01,$0.12,5.89%,0.00,-0.19,190,22.75%,40%,20%,1099,$19.76,$20.12,$19.98,$20.08,55.28,A-,B-,N/A,A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DYLD,LeaderShares Dynamic Yield ETF,Bond,"$76,825,000",1.57%,"38,715",$21.83,-0.41%,No,False,0.02%,1.16%,4.22%,N/A,N/A,"-$15,323,500.00","-$13,170,000.00","-$13,170,000.00","-$15,323,500.00","-$15,323,500.00","-$15,323,500.00",Total Bond Market,2021-06-28,0.75%,N/A,$0.71,2023-10-27,$0.08,3.21%,0.00,0.28,147,51.66%,40%,20%,1099,$21.37,$21.95,$21.80,$21.90,54.50,B,C,N/A,B+,C+,N/A,6.12,63.39%,42.05%,55.69,5.87%,2.06%
BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,Bond,"$76,686,200",6.31%,"28,377",$20.77,-0.38%,No,False,0.49%,2.40%,9.06%,-0.90%,N/A,"$4,100,600.00","$2,074,800.00","$4,100,600.00","$4,100,600.00","$4,100,600.00","$4,100,600.00",High Yield Bonds,2020-09-16,0.43%,N/A,$1.40,2023-10-23,$0.12,6.73%,0.00,0.46,288,12.05%,40%,20%,1099,$19.85,$20.96,$20.70,$20.85,60.32,C+,B-,N/A,C+,C,N/A,5.22,33.26%,26.42%,246.37,5.81%,3.48%
MBSD,FlexShares Disciplined Duration MBS Index Fund,Bond,"$75,788,700",-0.17%,"30,144",$19.80,-0.65%,No,False,0.02%,1.49%,2.13%,-3.69%,0.23%,"$4,822,395.00",$0.00,"$11,634,060.00","$4,822,395.00","$4,822,395.00","$4,822,395.00",Mortgage Backed Securities,2014-09-03,0.20%,N/A,$0.66,2023-11-01,$0.05,3.30%,0.00,0.09,427,18.65%,40%,20%,1099,$19.18,$20.00,$19.75,$19.89,53.66,C+,B+,C+,B-,A+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
UBT,ProShares Ultra 20+ Year Treasury,Bond,"$75,764,000",-24.83%,"91,833",$17.71,-4.53%,No,2x,0.91%,5.42%,-17.29%,-33.98%,-10.73%,"$17,503,657.50",$0.00,"$4,549,102.50","$17,503,657.50","$13,238,100.00","$13,238,100.00",Leveraged Bonds,2010-01-19,0.95%,N/A,$0.65,2023-09-20,$0.20,3.47%,0.00,0.10,1,100.00%,40%,20%,1099,$15.48,$18.47,$17.12,$18.57,48.80,B+,B+,C+,B,A,A+,0.0,N/A,N/A,N/A,N/A,N/A
PBTP, Invesco 0-5 Yr US TIPS ETF,Bond,"$75,546,600",2.54%,"23,741",$24.55,-0.32%,No,False,-0.14%,0.92%,3.10%,2.12%,2.92%,"$3,209,550.00",$0.00,"$3,938,790.00","$3,209,550.00","$3,209,550.00","$3,209,550.00",Inflation-Protected Bonds,2017-09-22,0.07%,N/A,$0.72,2023-09-18,$0.16,2.93%,0.00,0.10,27,47.43%,40%,20%,1099,$24.40,$24.67,$24.53,$24.59,54.24,C+,A,C,A,A-,N/A,5.72,24.74%,33.51%,1.6,0.00%,0.00%
ISHG,iShares 1-3 Year International Treasury Bond ETF,Bond,"$75,265,300",-2.17%,"6,050",$68.08,-0.47%,No,False,0.38%,0.62%,4.00%,-5.93%,-2.62%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,International Government Bonds,2009-01-21,0.35%,Fidelity,$0.00,2021-12-16,$1.01,0.00%,0.00,0.18,141,18.19%,40%,20%,1099,$66.81,$68.56,$68.02,$68.20,51.83,B-,A,B+,A-,B-,A-,6.54,74.31%,53.18%,0.0,0.00%,0.00%
HYFI,AB High Yield ETF,N/A,"$75,234,800",N/A,"11,791",$34.67,-0.66%,No,False,0.24%,1.82%,N/A,N/A,N/A,"$8,983,715.00",$0.00,"-$3,393,670.00","$8,983,715.00","$8,983,715.00","$8,983,715.00",N/A,2023-05-15,0.40%,N/A,$1.10,2023-11-01,$0.22,3.17%,N/A,N/A,1000,7.16%,40%,20%,1099,$33.25,$35.13,$34.59,$34.81,57.11,B+,A-,N/A,A-,A-,N/A,5.45,67.43%,29.59%,239.15,6.48%,2.64%
